idestacao,uf,codibge,cidade,nomeestacao,ultimovalor,datahoraUltimovalor,acc1hr,acc3hr,acc6hr,acc12hr,acc24hr,acc48hr,acc72hr,acc96hr,tipoestacao,status
6517,PE,2609808,OROCÓ,Centro,0,12/11/25 18:20,-,-,-,-,-,-,-,-,1,0
6496,PE,2607208,IPOJUCA,Rurópolis,0,23/07/26 08:30,-,-,-,-,-,0.2,27.96,29.15,1,0
7775,PE,2602001,BODOCÓ,BODOCO,0,29/12/16 00:10,-,-,-,-,-,-,-,-,5,0
9034,PE,2611533,QUIXABA,QUIXABA - APAC,0,24/07/26 20:50,-,-,-,-,1,1.4,1.4,1.4,1,0
8957,PE,2603009,CABROBÓ,NOVO MURICI - APAC,8.16,20/11/25 06:50,-,-,-,-,-,-,-,-,1,0
6471,PE,2603454,CAMARAGIBE,Bairro dos Estados,0,24/07/26 19:10,-,-,-,-,-,-,0.99,0.99,1,0
17201,PE,2602308,BONITO,G2-Colégio João XXIII - Alto do Bonito,0,24/07/26 20:10,-,-,-,0.2,6.4,57.2,64.4,71,1,0
6536,PE,2611606,RECIFE,San Martin,0,24/07/26 20:10,-,-,-,-,-,58.28,65.77,79.19,1,0
17206,PE,2606408,GRAVATÁ,G2-Uruçu-Mirim,0,24/07/26 20:10,-,-,-,-,5.2,60.6,75.4,80.8,1,0
8947,PE,2601409,BARREIROS,BARREIROS - APAC,0.2,19/01/22 20:20,-,-,-,-,-,-,-,-,1,0
18521,PE,2604007,CARPINA,G2-260400702A,0,24/07/26 20:10,-,-,-,-,0.2,36,41.4,65.8,1,0
9035,PE,2611606,RECIFE,RECIFE - APAC,0,18/12/25 17:00,-,-,-,-,-,-,-,-,1,0
17216,PE,2613107,SÃO CAITANO,G2-Creche Mary Cavalcante,0,24/07/26 20:10,-,-,-,0.2,2.6,29.4,30,30.2,1,0
18571,PE,2612604,SANTA MARIA DA BOA VISTA,G2-261260403A,0,24/07/26 20:10,-,-,-,-,-,-,-,-,1,0
9070,PE,2616308,VICÊNCIA,VICENCIA - APAC,0,24/09/25 16:00,-,-,-,-,-,-,-,-,1,0
6489,PE,2606804,IGARASSU,Três Ladeiras,,,-,-,-,-,-,-,-,-,1,0
13639,PE,2603454,CAMARAGIBE,Convento Carmelo,0,24/07/26 20:10,-,-,-,-,-,60.4,70.6,89.4,10,0
6849,PE,2613701,SÃO LOURENÇO DA MATA,Rua dos Milagres,0,24/07/26 21:00,-,-,-,-,1,46.4,59.2,70,1,0
6474,PE,2603454,CAMARAGIBE,Aldeia,0,24/07/26 20:10,-,-,-,0.2,0.6,72.69,93.39,120.02,1,0
6493,PE,2607208,IPOJUCA,Centro,0,24/07/26 20:20,-,-,-,-,-,14.58,14.78,14.78,1,0
6466,PE,2602902,CABO DE SANTO AGOSTINHO,Enseado dos Corais,0,24/07/26 21:00,0.2,0.4,0.6,1.2,2.2,4.6,7,11.19,1,0
9849,PE,2611606,RECIFE,Brega e Chique,0,28/06/26 13:10,-,-,-,-,-,-,-,-,10,0
9016,PE,2610004,PALMARES,SANTO ANTÔNIO DOS PALMARES - APAC,0,24/07/26 20:10,-,-,-,-,3.55,107.5,117.16,121.7,1,0
6845,PE,2608404,JUREMA,Centro,0,24/07/26 21:00,-,-,-,0.2,1.2,15,15.2,15.4,1,0
7816,PE,2610905,PESQUEIRA,PESQUEIRA,0,24/07/26 20:00,-,-,-,-,0.2,18.4,18.6,18.6,5,0
18545,PE,2607653,ITAMBÉ,G2-260765305A,0,24/07/26 20:10,-,-,-,-,9.4,35.8,55.4,70.4,1,0
7818,PE,2611101,PETROLINA,PETROLINA,0,14/07/26 18:00,-,-,-,-,-,-,-,-,5,0
9032,PE,2611408,PRIMAVERA,PRIMAVERA - APAC,0,30/09/21 19:00,-,-,-,-,-,-,-,-,1,0
8963,PE,2603603,CAMUTANGA,CAMUTANGA - APAC,0,02/10/25 04:10,-,-,-,-,-,-,-,-,1,0
6463,PE,2601904,BEZERROS,Centro,0,24/07/26 21:00,-,-,-,-,1.22,43.59,44.99,45.19,1,0
9007,PE,2608909,LIMOEIRO,LIMOEIRO - APAC,0,24/02/26 16:10,-,-,-,-,-,-,-,-,1,0
18525,PE,2604908,CUMARU,G2-260490802A,0,24/07/26 20:10,-,-,-,-,0.2,58,60.2,65.4,1,0
8934,PE,2600054,ABREU E LIMA,ABREU E LIMA - APAC,0,18/02/26 16:00,-,-,-,-,-,-,-,-,1,0
8942,PE,2601003,ANGELIM,ANGELIM - APAC,0,01/10/25 23:50,-,-,-,-,-,-,-,-,1,0
17209,PE,2608206,JOAQUIM NABUCO,G2-Escola Camila Fraga,0,24/07/26 20:10,-,-,-,-,-,-,-,-,1,0
7768,PE,2600807,ALTINHO,ALTINHO,0.4,14/06/24 16:30,-,-,-,-,-,-,-,-,5,0
7819,PE,2611101,PETROLINA,PETROLINA 2,0,23/01/21 15:00,-,-,-,-,-,-,-,-,5,0
18582,PE,2614600,TABIRA,G2-261460002A,0,24/07/26 20:10,-,-,-,-,0.8,1.2,1.2,1.2,1,0
18557,PE,2610608,PAUDALHO,G2-261060803A,0,24/07/26 20:10,-,-,-,-,0.6,49.2,60,90.8,1,0
6508,PE,2609402,MORENO,Bonança,0,24/07/26 20:40,-,-,-,0.2,1.02,50.49,55.06,63.16,1,0
9841,PE,2607208,IPOJUCA,Vara da Justiça,0,24/07/26 20:10,-,-,-,-,-,66.2,86,86.4,10,0
17223,PE,2614105,SERTÂNIA,G2-CSU - Sertânia,0,24/07/26 20:10,-,-,-,-,-,-,-,-,1,0
18514,PE,2602803,BUÍQUE,G2-260280304A,0,24/07/26 20:10,-,-,-,0.2,2.8,15.8,15.8,15.8,1,0
18537,PE,2607604,ILHA DE ITAMARACÁ,G2-260760402A,0,24/07/26 20:10,-,-,-,-,1.8,17.8,36.2,44.6,1,0
18534,PE,2606309,GRANITO,G2-260630902A,0,24/07/26 20:10,-,-,-,-,-,0.4,0.4,0.4,1,0
17219,PE,2613909,SERRA TALHADA,G2-Varzinha,0,24/07/26 20:10,-,-,-,-,1.2,1.2,1.2,1.2,1,0
8985,PE,2606507,IATI,IATI - APAC,0,24/07/26 20:50,-,-,-,0.2,0.2,2.22,2.22,2.22,1,0
9017,PE,2610103,PALMEIRINA,PALMEIRINA - APAC,0,25/03/26 16:50,-,-,-,-,-,-,-,-,1,0
18584,PE,2614600,TABIRA,G2-261460003A,0,24/07/26 20:10,-,-,-,-,0.4,0.4,0.4,0.4,1,0
6543,PE,2613701,SÃO LOURENÇO DA MATA,Nossa Senhora da Luz,0.99,06/05/26 11:00,-,-,-,-,-,-,-,-,1,0
18543,PE,2607653,ITAMBÉ,G2-260765304A,0,24/07/26 20:10,-,-,-,-,10.6,35,57.4,73.8,1,0
8195,PE,2611101,PETROLINA,PETROLINA 3,0,24/07/26 16:00,-,-,-,-,-,-,-,-,5,0
18561,PE,2610806,PEDRA,G2-261080604A,0,24/07/26 20:10,-,-,-,-,3,23.4,23.4,23.6,1,0
14153,PE,2605608,FLORES,Flores [Rádio Florescer] - APAC,0,24/07/26 20:30,-,-,-,-,0.2,0.6,0.6,0.6,1,0
7811,PE,2609709,OROBÓ,OROBO,0,24/07/26 20:00,-,-,-,-,0.2,23.6,27.8,31,5,0
6479,PE,2604106,CARUARU,Gonçalves Ferreira,0,24/07/26 20:20,-,-,-,-,1.79,40.16,41.35,43.15,1,0
18497,PE,2600302,AGRESTINA,G2-260030204A,0,24/07/26 20:10,-,-,-,-,3.6,52,53.8,55.2,1,0
3006,PE,2611606,RECIFE,Dois Irmãos,0,24/07/26 19:10,-,-,-,-,-,0.2,11.43,11.63,1,0
18506,PE,2602001,BODOCÓ,G2-260200104A,0,24/07/26 20:10,-,-,-,-,-,-,-,-,1,0
17210,PE,2608701,LAGOA DOS GATOS,G2-260870102A,0,24/07/26 20:10,-,-,-,-,4.6,25.8,28.6,29.8,1,0
9850,PE,2611606,RECIFE,Barreira,0,24/07/26 20:10,-,-,-,-,-,51.6,61.2,75.8,10,0
14146,PE,2601706,BELO JARDIM,15º BPM - Belo Jardim - APAC,0,04/03/26 14:20,-,-,-,-,-,-,-,-,1,0
17213,PE,2610905,PESQUEIRA,G2-Distrito de Mimoso,0,24/07/26 20:10,-,-,-,-,1.2,9.6,15,30,1,0
8196,PE,2612406,SANHARÓ,SANHARÓ,0,24/06/24 07:00,-,-,-,-,-,-,-,-,5,0
14144,PE,2600609,ALAGOINHA,Alagoinha [Garagem Municipal] - APAC,0,04/03/26 16:40,-,-,-,-,-,-,-,-,1,0
9021,PE,2610400,PARNAMIRIM,QUIXABA - APAC,0,24/07/26 20:20,-,-,-,-,-,-,-,-,1,0
18568,PE,2612554,SANTA FILOMENA,G2-261255402A,0,24/07/26 20:10,-,-,-,-,-,-,-,-,1,0
18575,PE,2613008,SÃO BENTO DO UNA,G2-261300802A,0,24/07/26 20:10,-,-,-,-,1.2,16.4,17.2,20,1,0
14179,PE,2616183,VERTENTE DO LÉRIO,Vertente do Lério [EREN] - APAC,0,14/05/26 15:40,-,-,-,-,-,-,-,-,1,0
7798,PE,2606606,IBIMIRIM,IBIMIRIM,0,15/04/23 00:00,-,-,-,-,-,-,-,-,5,0
18535,PE,2606309,GRANITO,G2-260630904A,0,24/07/26 20:10,-,-,-,-,-,-,-,-,1,0
3257,PE,2611606,RECIFE,Imbiribeira,0,24/07/26 20:40,-,-,-,-,-,23.26,26.81,34.13,1,0
7779,PE,2602605,BREJO DA MADRE DE DEUS,BREJO DA MADRE DE DEUS,16.6,06/08/24 20:20,-,-,-,-,-,-,-,-,5,0
7838,PE,2615003,TAQUARITINGA DO NORTE,TAQUARITINGA DO NORTE,0,24/07/26 20:00,-,-,-,-,-,-,-,-,5,0
6492,PE,2606804,IGARASSU,Cruz de Rebouças2,0,24/07/26 20:20,-,-,-,0.2,0.2,36.21,56.29,64.38,1,0
7781,PE,2603207,CAETÉS,CAETES,0.2,13/03/25 04:50,-,-,-,-,-,-,-,-,5,0
7794,PE,2606002,GARANHUNS,GARANHUNS,0,03/09/25 12:00,-,-,-,-,-,-,-,-,5,0
7810,PE,2609303,MIRANDIBA,MIRANDIBA,0,18/05/26 12:00,-,-,-,-,-,-,-,-,5,0
14164,PE,2609303,MIRANDIBA,Mirandiba [Creche] - APAC,0,24/07/26 20:20,-,-,-,-,1.99,1.99,1.99,1.99,1,0
3253,PE,2611606,RECIFE,Nova Descoberta,0,24/07/26 20:20,-,-,-,-,-,81.9,100.04,118.29,1,0
3009,PE,2610707,PAULISTA,Paratibe,,,-,-,-,-,-,-,-,-,1,0
7826,PE,2612604,SANTA MARIA DA BOA VISTA,SANTA MARIA DA BOA VISTA,0,04/04/26 09:00,-,-,-,-,-,-,-,-,5,0
7840,PE,2615607,TRINDADE,TRINDADE,0,16/04/25 05:00,-,-,-,-,-,-,-,-,4,0
8946,PE,2601300,BARRA DE GUABIRABA,BARRA DE GUABIRABA - APAC,0,27/07/23 18:30,-,-,-,-,-,-,-,-,1,0
17224,PE,2614709,TACAIMBÓ,G2-Prefeitura,0,24/07/26 20:10,-,-,-,-,1.4,14.8,15.6,15.6,1,0
8961,PE,2603405,CALUMBI,CALUMBI - APAC,0,11/07/26 03:00,-,-,-,-,-,-,-,-,1,0
6499,PE,2607901,JABOATÃO DOS GUARARAPES,Piedade,0,06/07/26 00:10,-,-,-,-,-,-,-,-,1,0
17208,PE,2606408,GRAVATÁ,G2-Janelas para o Rio,0,24/07/26 20:10,-,-,-,-,-,35.2,39.4,42,1,0
6468,PE,2603009,CABROBÓ,BR428-km05,0,24/07/26 20:10,-,-,-,-,-,-,-,-,1,0
14151,PE,2604304,CEDRO,Cedro [Compesa] - APAC,0,02/05/26 03:30,-,-,-,-,-,-,-,-,1,0
9842,PE,2602902,CABO DE SANTO AGOSTINHO,Pirapama,0,09/07/26 12:20,-,-,-,-,-,-,-,-,10,0
18513,PE,2602803,BUÍQUE,G2-260280305A,0,24/07/26 20:10,-,-,-,-,1.8,14,14,14,1,0
7772,PE,2601706,BELO JARDIM,BELO JARDIM,0.2,10/06/25 06:10,-,-,-,-,-,-,-,-,5,0
18590,PE,2615300,TIMBAÚBA,G2-261530005A,0,24/07/26 20:10,-,-,-,-,5,28.4,40,51,1,0
9001,PE,2608255,JUCATI,JUCATI - APAC,0,24/07/26 21:00,-,-,-,0.2,0.8,4.99,4.99,4.99,1,0
17192,PE,2601102,ARARIPINA,G2-Marcolândia,0,24/07/26 20:10,-,-,-,-,-,-,-,-,1,0
9211,PE,2608107,JOÃO ALFREDO,Secretaria de Saúde _APAC,0,18/03/26 15:50,-,-,-,-,-,-,-,-,1,0
18573,PE,2613008,SÃO BENTO DO UNA,G2-261300801A,0,24/07/26 20:10,-,-,-,-,0.6,19,19.4,21.4,1,0
14166,PE,2611002,PETROLÂNDIA,Petrolândia [Prefeitura] - APAC,0,24/07/26 21:00,-,-,-,-,-,-,-,-,1,0
18581,PE,2613404,SÃO JOSÉ DA COROA GRANDE,G2-261340403A,0,24/07/26 20:10,-,-,-,-,-,50,53.8,54.2,1,0
18529,PE,2605004,CUPIRA,G2-260500403A,0,24/07/26 20:10,-,-,-,-,3.8,22.2,23.4,24,1,0
7790,PE,2605301,EXU,EXU,0,25/12/16 21:50,-,-,-,-,-,-,-,-,5,0
14149,PE,2603900,CARNAÍBA,Carnaíba [Prefeitura] - APAC,0,24/07/26 20:20,-,-,-,0.42,0.42,7.53,7.53,7.53,1,0
7814,PE,2610400,PARNAMIRIM,PARNAMIRIM,0,29/12/16 09:40,-,-,-,-,-,-,-,-,5,0
8966,PE,2604106,CARUARU,CARUARU - APAC,0,05/04/22 20:50,-,-,-,-,-,-,-,-,1,0
8956,PE,2602902,CABO DE SANTO AGOSTINHO,CABO DE SANTO AGOSTINHO - APAC,,,-,-,-,-,-,-,-,-,1,0
6477,PE,2604106,CARUARU,2º Distrito,0,24/07/26 17:20,-,-,-,0.79,0.79,2.56,2.56,2.76,1,0
6512,PE,2609501,NAZARÉ DA MATA,Fazenda Sertãozinho,0,23/07/26 14:40,-,-,-,-,-,-,-,-,1,0
9059,PE,2614857,TAMANDARÉ,SAUÊ - APAC,0,24/07/26 21:00,-,-,-,0.2,0.2,94.49,101.41,105.56,1,0
18551,PE,2609006,MACAPARANA,G2-260900602A,0,24/07/26 20:10,-,-,-,-,2,25,44.4,54.6,1,0
6483,PE,2604205,CATENDE,Laje Grande,0,28/11/23 09:10,-,-,-,-,-,-,-,-,1,0
17188,PE,2600906,AMARAJI,G2-EM. SJ da Boa Esperança,0,24/07/26 20:10,-,-,-,-,-,-,0.2,0.2,1,0
6480,PE,2604106,CARUARU,Terra Vermelha,0,24/07/26 20:30,-,-,-,-,-,-,-,-,1,0
6537,PE,2611804,RIBEIRÃO,Bandeirante,0,24/07/26 21:00,-,-,-,0.2,1.38,106.49,115.75,122.46,1,0
6494,PE,2607208,IPOJUCA,Camela,0,24/07/26 20:10,-,-,-,0.2,4.14,107.44,113.15,118.68,1,0
6544,PE,2613701,SÃO LOURENÇO DA MATA,Tiúma,0.2,20/02/26 17:10,-,-,-,-,-,-,-,-,1,0
18567,PE,2611705,RIACHO DAS ALMAS,G2-261170502A,0,24/07/26 20:10,-,-,-,-,1.2,45.8,48.6,52,1,0
18563,PE,2611533,QUIXABA,G2-261153302A,0,24/07/26 20:10,-,-,-,-,0.2,0.6,0.6,0.6,1,0
9062,PE,2615201,TERRA NOVA,GUARANI - APAC,0,14/04/26 15:30,-,-,-,-,-,-,-,-,1,0
9058,PE,2614709,TACAIMBÓ,TACAIMBO - APAC,0,20/03/26 14:00,-,-,-,-,-,-,-,-,1,0
8940,PE,2600807,ALTINHO,ALTINHO - APAC,0,08/07/22 16:20,-,-,-,-,-,-,-,-,1,0
7780,PE,2603009,CABROBÓ,CABROBO,,,-,-,-,-,-,-,-,-,5,0
14209,PE,2601300,BARRA DE GUABIRABA,Centro,0,24/07/26 20:10,-,-,-,-,-,-,0.2,0.4,3,0
18516,PE,2603702,CANHOTINHO,G2-260370204A,0,24/07/26 20:10,-,-,-,-,1,9.6,9.6,10.4,1,0
8968,PE,2604205,CATENDE,CATENDE - APAC,0,27/10/22 18:50,-,-,-,-,-,-,-,-,1,0
18538,PE,2607000,INAJÁ,G2-260700002A,0,24/07/26 20:10,-,-,-,-,-,-,-,-,1,0
18559,PE,2610608,PAUDALHO,G2-261060804A,0,24/07/26 20:10,-,-,-,-,1,68,75.6,95.2,1,0
17187,PE,2600906,AMARAJI,G2-Hospital Alice B. dos Anjos,0,24/07/26 20:10,-,-,-,-,-,-,-,-,1,0
17218,PE,2613909,SERRA TALHADA,G2-Ginásio AESET,0,24/07/26 20:10,-,-,-,-,-,-,-,-,1,0
14177,PE,2615607,TRINDADE,Trindade [PSF] - APAC,0,01/09/25 18:10,-,-,-,-,-,-,-,-,1,0
18508,PE,2602100,BOM CONSELHO,G2-260210002A,0,24/07/26 20:10,-,-,-,-,-,1,1,1,1,0
8935,PE,2600104,AFOGADOS DA INGAZEIRA,AFOGADOS DA INGAZEIRA - APAC,0,24/07/26 21:00,-,-,-,-,0.2,1.97,1.97,1.97,1,0
6547,PE,2616407,VITÓRIA DE SANTO ANTÃO,Bairro C,0,24/07/26 20:10,-,-,-,-,2.18,58.03,60.81,60.81,1,0
8965,PE,2603801,CAPOEIRAS,CAPOEIRAS - APAC,0,24/07/26 20:30,-,-,-,-,1.2,7.16,7.16,7.16,1,0
9002,PE,2608305,JUPI,JUPI - APAC,0,24/07/26 21:00,-,-,-,-,-,-,-,-,1,0
6511,PE,2609501,NAZARÉ DA MATA,Centro,0,24/07/26 20:40,-,-,-,-,0.2,35.9,42.78,58.14,1,0
9053,PE,2613800,SÃO VICENTE FERRER,SAO VICENTE FERRER - APAC,0,25/02/26 00:40,-,-,-,-,-,-,-,-,1,0
18512,PE,2602803,BUÍQUE,G2-260280302A,0,24/07/26 20:10,-,-,-,-,2.6,17.2,17.2,17.2,1,0
17215,PE,2613107,SÃO CAITANO,G2-Escola Mun. - Maniçoba,0,24/07/26 20:10,-,-,-,-,2.8,22.8,23.4,24.4,1,0
18523,PE,2604007,CARPINA,G2-260400704A,0,26/06/26 18:10,-,-,-,-,-,-,-,-,1,0
8969,PE,2604403,CHÃ DE ALEGRIA,CHA DE ALEGRIA - APAC,0,22/09/25 16:00,-,-,-,-,-,-,-,-,1,0
17211,PE,2608701,LAGOA DOS GATOS,G2-Escola João Correia,0,24/07/26 20:10,-,-,-,-,9,36,37.8,38,1,0
7806,PE,2608404,JUREMA,JUREMA,0,27/12/23 05:00,-,-,-,-,-,-,-,-,5,0
3010,PE,2611606,RECIFE,Varzea,0,24/07/26 20:10,-,-,0.2,0.2,1.58,59.46,75.2,94.72,1,0
3256,PE,2611606,RECIFE,Corrego Jenipapo,0,09/06/26 06:50,-,-,-,-,-,-,-,-,1,0
18510,PE,2602100,BOM CONSELHO,G2-260210003A,0,24/07/26 20:10,-,-,-,-,0.2,4.8,4.8,5,1,0
18596,PE,2615607,TRINDADE,G2-261560703A,0,24/07/26 20:10,-,-,-,-,-,-,-,-,1,0
6491,PE,2606804,IGARASSU,Cruz de Rebouças,0,24/07/26 20:50,-,-,-,0.2,0.8,66.64,80.83,88.76,1,0
9010,PE,2609204,MARAIAL,MARAIAL - APAC,,,-,-,-,-,-,-,-,-,1,0
14145,PE,2601102,ARARIPINA,Araripina - APAC,0,24/07/26 20:40,-,-,-,-,-,-,-,-,1,0
7839,PE,2615201,TERRA NOVA,TERRA NOVA,0,21/01/25 12:00,-,-,-,-,-,-,-,-,5,0
18591,PE,2615508,TRACUNHAÉM,G2-261550803A,0,24/07/26 20:10,-,-,-,0.2,1.2,31.2,37,59.2,1,0
8976,PE,2605202,ESCADA,ESCADA - APAC,0,24/03/22 13:30,-,-,-,-,-,-,-,-,1,0
17196,PE,2601706,BELO JARDIM,G2-Garagem - Prefeitura,0,24/07/26 20:10,-,-,-,-,1,17.6,18.2,22.2,1,0
9014,PE,2609907,OURICURI,Ouricuri [IPA] - APAC,0,24/07/26 20:10,-,-,-,-,-,0.4,0.4,0.4,1,0
9028,PE,2611101,PETROLINA,RAJADA - APAC,0,06/02/26 04:20,-,-,-,-,-,-,-,-,1,0
18532,PE,2605301,EXU,G2-260530103A,0,24/07/26 20:10,-,-,-,-,-,-,-,-,1,0
8211,PE,2608800,LAJEDO,Centro,0,24/07/26 20:20,-,-,-,-,0.8,16,16.8,17.2,1,0
18499,PE,2601201,ARCOVERDE,G2-260120102A,0,24/07/26 20:10,-,-,-,-,2,20.8,20.8,20.8,1,0
7842,PE,2615904,TUPARETAMA,TUPARETAMA,0,10/12/25 05:00,-,-,-,-,-,-,-,-,5,0
6836,PE,2612406,SANHARÓ,COMPESA,0,24/07/26 20:10,-,-,-,0.2,1.6,17.8,18.4,22.4,1,0
18579,PE,2613404,SÃO JOSÉ DA COROA GRANDE,G2-261340402A,0,24/07/26 20:10,-,-,-,-,-,44,45.8,45.8,1,0
6486,PE,2605202,ESCADA,Jaguaribe,0,24/07/26 20:40,-,-,-,-,3.94,111.01,117.35,124.04,1,0
9003,PE,2608453,LAGOA DO CARRO,LAGOA DO CARRO - APAC,0,23/09/25 16:00,-,-,-,-,-,-,-,-,1,0
18569,PE,2612554,SANTA FILOMENA,G2-261255403A,0,24/07/26 20:10,-,-,-,-,-,-,-,-,1,0
6510,PE,2609501,NAZARÉ DA MATA,Engenho Coqueiro,0,23/07/26 16:50,-,-,-,-,-,-,-,-,1,0
14167,PE,2612109,SALGADINHO,Salgadinho [Meu Refúgio] - APAC,0,18/03/26 15:10,-,-,-,-,-,-,-,-,1,0
6519,PE,2610004,PALMARES,Japaranduba,0,24/07/26 21:00,-,-,-,0.2,3.74,85.27,93.58,101.09,1,0
9046,PE,2613107,SÃO CAITANO,SAO CAITANO - APAC,0,20/03/26 15:20,-,-,-,-,-,-,-,-,1,0
9004,PE,2608503,LAGOA DE ITAENGA,LAGOA DO ITAENGA - APAC,0.2,03/09/25 12:40,-,-,-,-,-,-,-,-,1,0
9027,PE,2610905,PESQUEIRA,IFPE - APAC,0,04/03/26 15:50,-,-,-,-,-,-,-,-,1,0
7841,PE,2615805,TUPANATINGA,TUPANATINGA,0,16/12/16 20:20,-,-,-,-,-,-,-,-,5,0
14165,PE,2609709,OROBÓ,Orobó [Secretária de Agricultura] - APAC,0,24/07/26 20:10,-,-,-,0.2,0.2,28.66,34.58,38.34,1,0
8997,PE,2607752,ITAPISSUMA,BOTAFOGO - APAC,0,04/02/26 16:40,-,-,-,-,-,-,-,-,1,0
9030,PE,2611200,POÇÃO,POCAO - APAC,0,25/07/23 19:10,-,-,-,-,-,-,-,-,1,0
7633,PE,2606200,GOIANA,Canal de Goiana,0,24/07/26 20:10,-,-,0.2,0.2,0.2,0.2,1,1,3,0
8950,PE,2601805,BETÂNIA,SÃO CAETANO DO NAVIO - APAC,0,24/07/26 21:00,-,-,-,-,1,4.15,4.15,4.15,1,0
14174,PE,2614808,TACARATU,Tacaratu [Secretária de Desenvolvimento Social] - APAC,0,24/07/26 20:40,-,-,-,-,-,4.95,4.95,4.95,1,0
17212,PE,2610905,PESQUEIRA,G2-Escola Paulo Melo,0,24/07/26 20:10,-,-,-,-,0.6,22.6,23.2,23.8,1,0
9025,PE,2610707,PAULISTA,PAULISTA - APAC,0,24/07/21 21:00,-,-,-,-,-,-,-,-,1,0
18548,PE,2608909,LIMOEIRO,G2-260890905A,0,24/07/26 20:10,-,-,-,-,-,52.4,55.4,56.4,1,0
14157,PE,2606705,IBIRAJUBA,Ibirajuba [Chacará] - APAC,0,06/03/26 12:30,-,-,-,-,-,-,-,-,1,0
18577,PE,2613206,SÃO JOÃO,G2-261320604A,0,24/07/26 20:10,-,-,-,-,0.6,7.4,7.4,7.8,1,0
7815,PE,2610806,PEDRA,PEDRA,0,18/12/22 04:00,-,-,-,-,-,-,-,-,5,0
7632,PE,2605202,ESCADA,Rio Ipojuca,0,24/07/26 20:10,-,-,-,-,-,-,-,-,3,0
8958,PE,2603108,CACHOEIRINHA,CACHOEIRINHA - APAC,0,14/12/21 10:10,-,-,-,-,-,-,-,-,1,0
7788,PE,2605103,CUSTÓDIA,CUSTODIA,0.2,27/06/22 09:10,-,-,-,-,-,-,-,-,5,0
18530,PE,2605301,EXU,G2-260530102A,0,24/07/26 20:10,-,-,-,-,-,-,-,-,1,0
6490,PE,2606804,IGARASSU,Alto do Céu,0,24/07/26 20:50,-,-,-,-,2.95,45.52,70.98,77.53,1,0
6509,PE,2609402,MORENO,Centro,0,24/07/26 20:50,-,-,-,-,-,51.64,64.85,90.47,1,0
6549,PE,2616407,VITÓRIA DE SANTO ANTÃO,Livramento,0,24/07/26 20:20,-,-,-,0.2,1.19,54.72,57.51,57.51,1,0
9061,PE,2615102,TEREZINHA,TEREZINHA - APAC,0,24/07/26 20:40,-,-,-,-,-,13.09,13.09,13.29,1,0
18572,PE,2612604,SANTA MARIA DA BOA VISTA,G2-261260402A,0,24/07/26 20:10,-,-,-,-,-,-,-,-,1,0
8937,PE,2600302,AGRESTINA,AGRESTINA - APAC,0,05/03/26 18:40,-,-,-,-,-,-,-,-,1,0
8967,PE,2604155,CASINHAS,CASINHAS - APAC,0.2,19/02/26 15:20,-,-,-,-,-,-,-,-,1,0
6462,PE,2601508,BELÉM DE MARIA,Batateiras,0,24/07/26 20:10,-,-,0.2,0.2,5.91,47.27,55.55,61.28,1,0
18520,PE,2604007,CARPINA,G2-260400703A,0,24/07/26 20:10,-,-,-,-,-,33.2,37,57.6,1,0
9840,PE,2609600,OLINDA,Caixa D'Água,0,04/06/25 12:10,-,-,-,-,-,-,-,-,10,0
6467,PE,2602902,CABO DE SANTO AGOSTINHO,Pontes dos Carvalhos,0.2,23/07/26 05:30,-,-,-,-,-,52.96,67.91,99.64,1,0
9047,PE,2613206,SÃO JOÃO,SAO JOAO - APAC,0,24/07/26 20:10,-,0.2,0.4,1.2,3,6,6.2,6.6,1,0
7791,PE,2605608,FLORES,FLORES,,,-,-,-,-,-,-,-,-,5,0
18536,PE,2606507,IATI,G2-260650702A,0,24/07/26 20:10,-,-,-,-,-,2,2,2,1,0
8954,PE,2602704,BUENOS AIRES,BUENOS AIRES - APAC,0.63,30/09/25 16:40,-,-,-,-,-,-,-,-,1,0
8938,PE,2600401,ÁGUA PRETA,AGUA PRETA - APAC,0,24/10/22 15:00,-,-,-,-,-,-,-,-,1,0
18578,PE,2613206,SÃO JOÃO,G2-261320603A,0,24/07/26 20:10,-,-,-,-,0.4,5.4,5.4,5.6,1,0
7843,PE,2616001,VENTUROSA,VENTUROSA,0.2,07/05/24 19:40,-,-,-,-,-,-,-,-,5,0
14156,PE,2606309,GRANITO,Granito [Hospital] - APAC,0,24/07/26 20:20,-,-,-,-,-,-,-,-,1,0
17197,PE,2602209,BOM JARDIM,G2-Bizarra,0,24/07/26 20:10,-,-,-,-,0.2,37.6,46.4,61.8,1,0
7835,PE,2614105,SERTÂNIA,SERTANIA 2,0,16/01/24 13:00,-,-,-,-,-,-,-,-,5,0
14143,PE,2600203,AFRÂNIO,Afrânio [Centro] - APAC,0,24/07/26 20:50,-,-,-,-,-,-,-,-,1,0
8213,PE,2611101,PETROLINA,Gercino Coelho,0,24/07/26 20:40,-,-,-,-,-,-,-,-,1,0
7812,PE,2609907,OURICURI,OURICURI,0,14/07/26 14:00,-,-,-,-,-,-,-,-,5,0
18549,PE,2608909,LIMOEIRO,G2-260890904A,0,24/07/26 20:10,-,-,-,-,-,45,47.2,53.4,1,0
18507,PE,2602001,BODOCÓ,G2-260200103A,0,24/07/26 20:10,-,-,-,-,-,-,-,-,1,0
7809,PE,2609154,MANARI,MANARI,0,22/12/16 17:10,-,-,-,-,-,-,-,-,5,0
