idestacao,uf,codibge,cidade,nomeestacao,ultimovalor,datahoraUltimovalor,acc1hr,acc3hr,acc6hr,acc12hr,acc24hr,acc48hr,acc72hr,acc96hr,tipoestacao,status
8296,BA,2904407,BREJOLÂNDIA,BREJOLÂNDIA,0,24/08/25 23:00,-,-,-,-,-,-,-,-,4,0
7136,BA,2925907,QUIJINGUE,QUIJINGUE,,,-,-,-,-,-,-,-,-,5,0
8836,BA,2901155,AMÉRICA DOURADA,Centro,0,06/06/26 13:50,-,-,-,-,-,-,-,-,1,0
8837,BA,2903102,BARRA DO ROCHA,Centro,0,24/07/26 17:40,-,-,-,-,-,-,0.2,0.2,1,0
7116,BA,2906808,CANSANÇÃO,CANSANÇÃO,0,23/12/16 18:10,-,-,-,-,-,-,-,-,5,0
8230,BA,2900108,ABAÍRA,ABAÍRA,0,07/02/21 21:00,-,-,-,-,-,-,-,-,5,0
17512,BA,2912103,IBICARAÍ,G2-291210301A,0,24/07/26 09:10,-,-,-,-,-,-,1.4,1.4,1,0
7142,BA,2930501,SERRINHA,SERRINHA,0,24/07/26 20:00,-,-,-,-,-,-,1,13.8,5,0
8331,BA,2926400,RIACHO DE SANTANA,RIACHO DE SANTANA,0,20/12/16 19:10,-,-,-,-,-,-,-,-,5,0
7853,BA,2907202,CASA NOVA,CASA NOVA,,,-,-,-,-,-,-,-,-,4,0
7719,BA,2923357,OUROLÂNDIA,OUROLÂNDIA,0,24/07/26 20:00,-,-,-,-,-,-,-,-,5,0
8255,BA,2919702,MACARANI,MACARANI,,,-,-,-,-,-,-,-,-,5,0
3240,BA,2927408,SALVADOR,São Tomé de Paripe,0,24/07/26 20:50,-,-,-,-,-,-,2.36,2.36,1,0
17498,BA,2902708,BARRA,G2-290270802A,0,24/07/26 20:10,-,-,-,-,-,-,-,-,1,0
8253,BA,2917102,ITORORÓ,ITORORÓ,0,24/07/26 20:00,-,-,-,-,-,-,0.2,0.2,5,0
17521,BA,2918001,JEQUIÉ,G2-291800103A,0,24/07/26 20:10,-,-,-,-,-,-,1.4,1.4,1,0
7711,BA,2906006,CAMPO FORMOSO,CAMPO FORMOSO,,,-,-,-,-,-,-,-,-,5,0
6652,BA,2914802,ITABUNA,Rio Cachoeira,0,22/12/24 13:20,-,-,-,-,-,-,-,-,3,0
7117,BA,2906824,CANUDOS,CANUDOS,0,24/07/26 20:00,-,-,-,-,-,-,-,-,5,0
7849,BA,2903904,BOM JESUS DA LAPA,BOM JESUS DA LAPA,0,14/07/26 16:00,-,-,-,-,-,-,-,-,5,0
8240,BA,2922706,NOVA CANAÃ,NOVA CANAÃ,0,12/05/21 10:00,-,-,-,-,-,-,-,-,5,0
6425,BA,2933307,VITÓRIA DA CONQUISTA,Recreio,0,24/07/26 20:20,-,-,-,-,-,0.2,0.8,0.8,1,0
17535,BA,2928109,SANTA MARIA DA VITÓRIA,G2-292810902A,0,24/07/26 20:10,-,-,-,-,-,-,-,-,1,0
7718,BA,2921708,MORRO DO CHAPÉU,MORRO DO CHAPÉU,0,13/03/26 02:00,-,-,-,-,-,-,-,-,4,0
3249,BA,2919207,LAURO DE FREITAS,Itinga,0,24/07/26 20:10,-,0.2,0.2,0.6,1.4,9.6,22,24.8,1,0
8328,BA,2924900,PLANALTINO,PLANALTINO,0,24/07/26 20:00,-,-,-,-,-,0.2,5.4,5.6,5,0
8302,BA,2910404,ENCRUZILHADA,ENCRUZILHADA,,,-,-,-,-,-,-,-,-,4,0
8260,BA,2912202,IBICOARA,IBICOARA,0.4,12/04/25 16:00,-,-,-,-,-,-,-,-,5,0
6653,BA,2916401,ITAPETINGA,Rio Catole Grande,0,22/08/21 06:50,-,-,-,-,-,-,-,-,3,0
8705,BA,2927408,SALVADOR,Fazenda Coutos,0,24/07/26 20:30,-,-,-,-,-,2.2,12.2,16.4,1,0
17524,BA,2918803,LAJE,G2-291880302A,0,24/07/26 20:10,-,-,-,-,-,-,40.4,41.8,1,0
8848,BA,2917607,JAGUAQUARA,Entroncamento,0,24/07/26 20:20,-,-,-,-,-,-,5.4,5.8,1,0
8322,BA,2922730,NOVA FÁTIMA,NOVA FÁTIMA,0,11/08/24 02:00,-,-,-,-,-,-,-,-,5,0
17514,BA,2913903,IPIAÚ,G2-291390303A,0,24/07/26 20:10,-,-,-,-,-,0.2,6.4,6.4,1,0
17518,BA,2917300,ITUBERÁ,G2-291730002A,0,24/07/26 20:10,-,-,-,-,-,-,-,-,1,0
17536,BA,2928109,SANTA MARIA DA VITÓRIA,G2-292810901A,0,24/07/26 20:10,-,-,-,-,-,0.2,0.2,0.2,1,0
7128,BA,2918100,JEREMOABO,JEREMOABO,0,24/07/26 20:00,-,-,-,-,-,0.4,1.4,1.4,5,0
3242,BA,2927408,SALVADOR,Pirajá,0,24/07/26 20:40,-,-,-,-,-,-,14.57,28.93,1,0
17517,BA,2916708,ITAQUARA,G2-291670801A,0,24/07/26 20:10,-,-,-,-,-,-,3.6,3.6,1,0
7963,BA,2919009,LAJEDINHO,LAJEDINHO,,,-,-,-,-,-,-,-,-,5,0
8851,BA,2925501,PRADO,Ribeira,0,24/07/26 20:30,-,-,-,-,-,-,-,3.8,1,0
6417,BA,2923001,NOVA VIÇOSA,Centro,0,07/05/25 18:00,-,-,-,-,-,-,-,-,1,0
7866,BA,2927101,RODELAS,RODELAS,0,24/07/26 20:00,-,-,-,-,7,7,7,7,5,0
8298,BA,2905206,CAETITÉ,CAETITÉ,0,14/12/16 15:00,-,-,-,-,-,-,-,-,4,0
8256,BA,2921807,MORTUGABA,MORTUGABA,0,25/12/16 09:50,-,-,-,-,-,-,-,-,5,0
6406,BA,2911204,GANDU,Dois de Julho,0.2,22/07/26 09:10,-,-,-,-,-,-,0.4,0.4,1,0
8342,BA,2931053,TANQUE NOVO,TANQUE NOVO,0,24/07/26 20:00,-,-,-,-,-,-,-,-,5,0
8702,BA,2927408,SALVADOR,Itapuã,0,24/07/26 20:50,-,-,-,-,-,-,19.2,26,1,0
8703,BA,2927408,SALVADOR,Periperi,0,24/07/26 21:10,-,-,-,-,-,0.2,15.4,23.2,1,0
8857,BA,2930709,SIMÕES FILHO,Centro,0,24/07/26 20:30,-,-,-,-,-,-,11.2,22.4,1,0
7945,BA,2901155,AMÉRICA DOURADA,AMÉRICA DOURADA,0,12/03/26 18:00,-,-,-,-,-,-,-,-,5,0
7146,BA,2932002,UAUÁ,UAUÁ,0,19/03/22 04:00,-,-,-,-,-,-,-,-,5,0
7856,BA,2911402,GLÓRIA,GLÓRIA,0,24/07/26 20:00,-,-,-,-,-,0.2,0.2,0.2,5,0
7132,BA,2923100,OLINDINA,OLINDINA,0,13/02/24 04:00,-,-,-,-,-,-,-,-,5,0
17500,BA,2905404,CAIRU,G2-290540401A,0,24/07/26 20:10,-,-,-,-,-,-,105.2,112.8,1,0
7118,BA,2906857,CAPELA DO ALTO ALEGRE,CAPELA DO ALTO ALEGRE,0,23/01/25 20:00,-,-,-,-,-,-,-,-,5,0
7940,BA,2927507,SANTA BÁRBARA,SANTA BÁRBARA,0,26/07/24 10:00,-,-,-,-,-,-,-,-,5,0
17537,BA,2928109,SANTA MARIA DA VITÓRIA,G2-292810903A,0,24/07/26 19:10,-,-,-,-,-,-,-,-,1,0
8308,BA,2914307,IRAMAIA,IRAMAIA,0,13/03/26 01:00,-,-,-,-,-,-,-,-,4,0
7710,BA,2905503,CALDEIRÃO GRANDE,CALDEIRÃO GRANDE,0,04/03/26 23:00,-,-,-,-,-,-,-,-,5,0
7126,BA,2913705,INHAMBUPE,INHAMBUPE,0,07/07/21 12:00,-,-,-,-,-,-,-,-,5,0
8343,BA,2932101,UBAÍRA,UBAÍRA,0,19/10/22 10:00,-,-,-,-,-,-,-,-,5,0
7726,BA,2933158,VÁRZEA NOVA,VÁRZEA NOVA,0,12/05/24 09:00,-,-,-,-,-,-,-,-,5,0
8205,BA,2918407,JUAZEIRO,João Paulo II,0,24/07/26 17:20,-,-,-,-,-,-,-,-,1,0
13559,BA,2927408,SALVADOR,Pernambués,0,12/06/24 18:30,-,-,-,-,-,-,-,-,10,0
7139,BA,2926509,RIBEIRA DO AMPARO,RIBEIRA DO AMPARO,0,23/12/16 16:40,-,-,-,-,-,-,-,-,5,0
8852,BA,2928059,SANTA LUZIA,Centro,0,24/07/26 20:10,-,-,-,-,-,-,-,-,1,0
8326,BA,2923605,PARAMIRIM,PARAMIRIM,0,24/07/26 20:00,-,-,-,-,-,-,-,-,5,0
8299,BA,2906600,CANDIBA,CANDIBA,0,24/07/26 20:00,-,-,-,-,-,-,-,-,5,0
8349,BA,2911253,GAVIÃO,GAVIÃO,0,24/07/26 20:00,-,-,-,-,-,-,-,0.6,5,0
8303,BA,2911709,GUANAMBI,GUANAMBI,0,25/09/24 16:00,-,-,-,-,-,-,-,-,5,0
8245,BA,2911659,GUAJERU,GUAJERU,0,10/05/26 03:00,-,-,-,-,-,-,-,-,5,0
3034,BA,2930105,SENHOR DO BONFIM,Centro,0,13/09/23 12:00,-,-,-,-,-,-,-,-,1,0
7953,BA,2914406,IRAQUARA,IRAQUARA,0,06/02/21 11:00,-,-,-,-,-,-,-,-,5,0
7125,BA,2911857,HELIÓPOLIS,HELIÓPOLIS,0,30/03/22 17:00,-,-,-,-,-,-,-,-,5,0
17526,BA,2921609,MORPARÁ,G2-292160901A,0,24/07/26 20:10,-,-,-,-,-,-,-,-,1,0
13558,BA,2927408,SALVADOR,Doron,0,24/07/26 20:10,-,-,-,-,0.2,0.2,0.4,0.8,10,0
7137,BA,2926103,RETIROLÂNDIA,RETIROLÂNDIA,0,24/07/26 20:00,-,-,-,-,-,-,0.2,1.8,5,0
3241,BA,2927408,SALVADOR,Águas Claras,0,24/07/26 21:00,-,-,-,-,-,-,13.4,22.31,1,0
8204,BA,2918407,JUAZEIRO,Maria Gorete,0,18/10/22 21:10,-,-,-,-,-,-,-,-,1,0
13571,BA,2927408,SALVADOR,Cajazeiras VIII,0,24/07/26 20:10,-,-,-,-,-,-,22,33,10,0
8323,BA,2922805,NOVA ITARANA,NOVA ITARANA,0,01/07/25 06:00,-,-,-,-,-,-,-,-,5,0
8261,BA,2926707,RIO DE CONTAS,RIO DE CONTAS,0,06/10/16 03:20,-,-,-,-,-,-,-,-,5,0
8316,BA,2918704,LAFAIETE COUTINHO,LAFAIETE COUTINHO,0,24/12/16 12:40,-,-,-,-,-,-,-,-,5,0
17532,BA,2922706,NOVA CANAÃ,G2-292270601A,0,24/07/26 20:10,-,-,-,-,-,0.2,1.6,1.6,1,0
7860,BA,2921609,MORPARÁ,MORPARÁ,0,24/07/26 20:00,-,-,-,-,-,-,-,-,5,0
8301,BA,2910305,ELÍSIO MEDRADO,ELÍSIO MEDRADO,0.2,28/06/26 01:50,-,-,-,-,-,-,-,-,5,0
8244,BA,2926806,RIO DO ANTÔNIO,RIO DO ANTÔNIO,0.2,03/05/26 05:40,-,-,-,-,-,-,-,-,5,0
7959,BA,2902609,BAIXA GRANDE,BAIXA GRANDE,0,24/08/25 23:00,-,-,-,-,-,-,-,-,4,0
17534,BA,2926301,RIACHÃO DO JACUÍPE,G2-292630102A,0,24/07/26 20:50,-,-,-,-,-,-,1,6.4,1,0
6407,BA,2913606,ILHÉUS,Conquista,0,24/07/26 20:20,-,-,-,0.2,1.39,2.57,5.13,7.34,1,0
7948,BA,2905305,CAFARNAUM,CAFARNAUM,0,30/03/22 15:00,-,-,-,-,-,-,-,-,5,0
8234,BA,2905156,CAETANOS,CAETANOS,0,24/07/26 20:00,-,-,-,-,-,-,1.2,1.2,5,0
7721,BA,2925931,QUIXABEIRA,QUIXABEIRA,0,24/07/26 20:00,-,-,-,-,-,-,-,-,5,0
6144,BA,2927408,SALVADOR,Stiep,0,24/07/26 20:50,-,-,-,-,-,-,20.11,24.26,1,0
7848,BA,2902708,BARRA,BARRA,0,24/07/26 20:00,-,-,-,-,-,-,-,-,5,0
6416,BA,2922508,NAZARÉ,Centro,0,07/11/25 15:20,-,-,-,-,-,-,-,-,1,0
13428,BA,2927408,SALVADOR,Piatã,0,24/07/26 20:10,-,-,-,-,-,0.6,22.2,28.4,3,0
3166,BA,2905602,CAMACAN,Centro,0,24/07/26 20:40,-,-,-,-,-,0.2,1.78,1.78,1,0
17516,BA,2913903,IPIAÚ,G2-291390301A,0,24/07/26 20:10,-,-,-,-,-,-,10,10,1,0
17884,BA,2926301,RIACHÃO DO JACUÍPE,G2-292630103A,0,24/07/26 20:10,-,-,-,-,-,-,-,3,1,0
6412,BA,2916401,ITAPETINGA,Clerolândia,0,24/07/26 21:30,-,-,-,-,-,-,-,-,1,0
8251,BA,2922854,NOVA REDENÇÃO,NOVA REDENÇÃO,0,17/08/21 20:00,-,-,-,-,-,-,-,-,5,0
7941,BA,2928505,SANTA TERESINHA,SANTA TERESINHA,0.2,03/06/24 17:30,-,-,-,-,-,-,-,-,5,0
8262,BA,2902005,ARACATU,ARACATU,0,24/07/26 20:00,-,-,-,-,-,-,-,-,5,0
8318,BA,2919504,LIVRAMENTO DE NOSSA SENHORA,LIVRAMENTO DE NOSSA SENHORA,0,13/03/26 01:00,-,-,-,-,-,-,-,-,4,0
7863,BA,2924009,PAULO AFONSO,PAULO AFONSO,0,24/07/26 20:00,-,-,-,-,-,-,-,-,5,0
13572,BA,2927408,SALVADOR,Plataforma,0,24/07/26 20:10,-,-,-,-,-,0.2,15,27.4,10,0
8333,BA,2927903,SANTA INÊS,SANTA INÊS,0,24/07/26 20:00,-,-,-,-,-,-,23.4,23.8,5,0
8334,BA,2928208,SANTANA,SANTANA,0,25/08/24 08:00,-,-,-,-,-,-,-,-,4,0
6404,BA,2905602,CAMACAN,São João do Panelinha,0,24/07/26 20:50,-,-,-,-,-,0.2,1.58,1.58,1,0
7138,BA,2926301,RIACHÃO DO JACUÍPE,RIACHÃO DO JACUÍPE,0,24/07/26 21:00,-,-,-,-,-,-,-,-,4,0
6423,BA,2927705,SANTA CRUZ CABRÁLIA,BR367-km4,0,24/07/26 21:00,-,-,-,1.97,1.97,2.17,3.55,7.9,1,0
3245,BA,2927408,SALVADOR,Centro,0.2,21/02/26 17:10,-,-,-,-,-,-,-,-,1,0
8858,BA,2930709,SIMÕES FILHO,CIA,0,24/07/26 20:20,-,-,-,-,-,0.4,8,18.4,1,0
7958,BA,2932408,UIBAÍ,UIBAÍ,0,12/11/25 05:00,-,-,-,-,-,-,-,-,5,0
8307,BA,2914208,IRAJUBA,IRAJUBA,0,18/01/21 02:00,-,-,-,-,-,-,-,-,5,0
7869,BA,2930758,SÍTIO DO MATO,SÍTIO DO MATO,0,02/10/23 05:00,-,-,-,-,-,-,-,-,5,0
6143,BA,2927408,SALVADOR,São Caetano,0,24/07/26 20:40,-,-,-,-,-,0.2,0.4,0.6,1,0
3380,BA,2927408,SALVADOR,Cabula,0,24/07/26 20:20,-,-,-,-,-,-,11.8,16.19,1,0
7858,BA,2918407,JUAZEIRO,JUAZEIRO,,,-,-,-,-,-,-,-,-,5,0
17885,BA,2902708,BARRA,G2-290270803A,0,24/07/26 20:10,-,-,-,-,-,-,-,-,1,0
7115,BA,2903607,BIRITINGA,BIRITINGA,0,24/07/26 20:00,-,-,-,-,0.2,0.2,1.2,4.8,5,0
7135,BA,2925808,QUEIMADAS,QUEIMADAS,0,25/09/23 12:00,-,-,-,-,-,-,-,-,5,0
17520,BA,2918001,JEQUIÉ,G2-291800101A,0,24/07/26 20:10,-,-,-,-,-,-,1,1,1,0
8340,BA,2930907,TABOCAS DO BREJO VELHO,TABOCAS DO BREJO VELHO,0,24/07/26 20:00,-,-,-,-,-,-,-,-,5,0
17542,BA,2933505,WENCESLAU GUIMARÃES,G2-293350501A,0,24/07/26 20:10,-,-,-,-,-,0.2,16.8,17.8,1,0
7724,BA,2930600,SERROLÂNDIA,SERROLANDIA,0,03/06/23 05:00,-,-,-,-,-,-,-,-,5,0
7112,BA,2901601,ANTAS,ANTAS,0,24/07/26 20:00,-,-,-,-,-,1,1.2,1.6,5,0
6405,BA,2905602,CAMACAN,Centro,0,24/07/26 21:00,-,-,-,-,-,0.4,2.56,2.56,1,0
7965,BA,2920106,MAIRI,MAIRI,0,24/07/26 20:00,-,-,-,-,-,-,-,-,5,0
8292,BA,2902807,BARRA DA ESTIVA,BARRA DA ESTIVA,0,13/03/26 01:00,-,-,-,-,-,-,-,-,4,0
13566,BA,2927408,SALVADOR,Cajazeiras VII,0,24/07/26 20:10,-,-,-,-,-,-,15.6,21.6,10,0
7124,BA,2910750,FÁTIMA,FÁTIMA,0.2,12/04/25 12:30,-,-,-,-,-,-,-,-,5,0
8854,BA,2928604,SANTO AMARO,Povoado de Pedras,4.8,22/11/25 03:50,-,-,-,-,-,-,-,-,1,0
17528,BA,2922250,MUQUÉM DE SÃO FRANCISCO,G2-292225001A,0,24/07/26 20:10,-,-,-,-,-,-,-,-,1,0
17831,BA,2903904,BOM JESUS DA LAPA,G2-290390402A,1.4,11/04/26 18:10,-,-,-,-,-,-,-,-,1,0
8320,BA,2920502,MARACÁS,MARACÁS,0,24/07/26 20:00,-,-,-,-,-,-,5.4,5.4,5,0
3683,BA,2927408,SALVADOR,Fazenda Grande do Retiro,0.2,23/07/26 13:50,-,-,-,-,-,0.2,0.4,0.6,1,0
7967,BA,2931301,TAPIRAMUTÁ,TAPIRAMUTÁ,0.2,19/11/24 16:30,-,-,-,-,-,-,-,-,5,0
7143,BA,2930766,SÍTIO DO QUINTO,SÍTIO DO QUINTO,,,-,-,-,-,-,-,-,-,5,0
17543,BA,2933505,WENCESLAU GUIMARÃES,G2-293350502A,0,24/07/26 20:10,-,-,-,-,-,0.2,16.6,17.8,1,0
6410,BA,2914802,ITABUNA,Nova Ferradas,0,24/07/26 21:00,-,-,-,-,-,0.4,1.19,1.19,1,0
17499,BA,2903904,BOM JESUS DA LAPA,G2-290390401A,0.2,14/04/26 21:10,-,-,-,-,-,-,-,-,1,0
8228,BA,2902906,BARRA DO CHOÇA,BARRA DO CHOCA,0,03/05/26 17:00,-,-,-,-,-,-,-,-,5,0
7122,BA,2909604,CRISÓPOLIS,CRISÓPOLIS,,,-,-,-,-,-,-,-,-,5,0
7870,BA,2930774,SOBRADINHO,SOBRADINHO,0,24/07/26 18:00,-,-,-,-,-,-,-,-,5,0
7957,BA,2930808,SOUTO SOARES,SOUTO SOARES,0,05/10/16 19:10,-,-,-,-,-,-,-,-,4,0
17497,BA,2902708,BARRA,G2-290270801A,0,24/07/26 20:10,-,-,-,-,-,-,-,-,1,0
8269,BA,2906899,CARAÍBAS,CARAÍBAS,0,24/07/26 20:00,-,-,-,-,-,0.2,0.2,0.4,5,0
6422,BA,2925303,PORTO SEGURO,São Pedro,0,24/07/26 18:40,-,-,-,-,-,-,-,-,1,0
8338,BA,2929909,SEABRA,SEABRA,0,27/11/23 18:00,-,-,-,-,-,-,-,-,4,0
17505,BA,2908606,CONDE,G2-290860602A,0,24/07/26 20:10,-,-,-,-,-,0.2,26.4,32.2,1,0
8248,BA,2916856,ITATIM,ITATIM,0,02/03/24 21:00,-,-,-,-,-,-,-,-,5,0
8229,BA,2901205,ANAGÉ,ANAGÉ,0,18/08/22 01:00,-,-,-,-,-,-,-,-,5,0
3681,BA,2927408,SALVADOR,Federação,0,24/07/26 21:20,-,-,-,-,-,-,20.11,24.87,1,0
