idestacao,uf,codibge,cidade,nomeestacao,ultimovalor,datahoraUltimovalor,acc1hr,acc3hr,acc6hr,acc12hr,acc24hr,acc48hr,acc72hr,acc96hr,tipoestacao,status
3580,SP,3550308,SÃO PAULO,Subprefeitura de Itaquera,0,24/07/26 20:30,-,-,-,-,-,0.6,0.6,0.6,1,0
3807,SP,3550308,SÃO PAULO,CEU São Rafael,0,09/05/25 16:10,-,-,-,-,-,-,-,-,1,0
3626,SP,3550308,SÃO PAULO,São Miguel Paulista,0,18/06/26 23:10,-,-,-,-,-,-,-,-,1,0
3197,SP,3550308,SÃO PAULO,Vila Leopoldina,0,24/07/26 20:30,-,-,-,-,-,1.58,1.58,1.58,1,0
3671,SP,3550308,SÃO PAULO,Jardim Vera Cruz,0,24/07/26 20:20,-,-,-,-,-,3.38,3.38,3.38,1,0
4399,SP,3550308,SÃO PAULO,Avenida Oratório,0,23/07/26 07:30,-,-,-,-,-,0.39,0.39,0.39,1,0
3827,SP,3550308,SÃO PAULO,Jardim João XXIII,0,24/07/26 20:40,-,-,-,-,-,2.2,2.2,2.2,1,0
3813,SP,3550308,SÃO PAULO,Penha3,0,07/04/24 22:30,-,-,-,-,-,-,-,-,1,0
3669,SP,3550308,SÃO PAULO,Vila Maria,0,19/07/26 00:10,-,-,-,-,-,-,-,-,1,0
3092,SP,3550308,SÃO PAULO,Jardim Angela,0,24/07/26 20:50,-,-,-,-,-,-,-,-,1,0
3620,SP,3550308,SÃO PAULO,Limão,0,24/07/26 20:50,-,-,-,-,-,1,1,1,1,0
3608,SP,3550308,SÃO PAULO,Vila Constância,0,24/07/26 20:20,-,-,-,-,0.2,1.8,1.8,1.8,1,0
3629,SP,3550308,SÃO PAULO,Jabaquara,0,24/07/26 21:00,-,-,-,-,-,1.39,1.39,1.39,1,0
3828,SP,3550308,SÃO PAULO,Jaguaré,0,24/07/26 20:50,-,-,-,-,-,2,2,2,1,0
3666,SP,3550308,SÃO PAULO,Butantã,0,24/07/26 20:50,-,-,-,-,-,2.19,2.19,2.19,1,0
3825,SP,3550308,SÃO PAULO,Parque Morumbi,0,24/07/26 20:20,-,-,-,-,-,1.2,1.2,1.2,1,0
3235,SP,3550308,SÃO PAULO,Jardim Santa Lucrécia,0,02/05/23 12:00,-,-,-,-,-,-,-,-,1,0
3667,SP,3550308,SÃO PAULO,Vila Rubi,0,31/07/25 21:20,-,-,-,-,-,-,-,-,1,0
3238,SP,3550308,SÃO PAULO,Jardim Previdência,0,24/07/26 20:40,-,-,-,-,-,1,1,1,1,0
3624,SP,3550308,SÃO PAULO,Pinheiros,0,24/07/26 21:00,-,-,-,-,-,1.59,1.59,1.59,1,0
3098,SP,3550308,SÃO PAULO,Residencial Cocaia,0,24/07/26 20:20,-,-,-,-,-,2.19,2.19,2.19,1,0
3809,SP,3550308,SÃO PAULO,Centro ,0.2,23/07/26 07:30,-,-,-,-,-,0.2,0.2,0.2,1,0
3810,SP,3550308,SÃO PAULO,Vila Aricanduva,0,24/07/26 20:30,-,-,-,-,-,0.8,0.8,0.8,1,0
3177,SP,3550308,SÃO PAULO,AC Santana,0,24/07/26 20:10,-,-,-,-,-,0.8,0.8,0.8,1,0
3821,SP,3550308,SÃO PAULO,Capão Redondo,0,24/07/26 21:00,-,-,-,-,-,0.6,0.6,0.6,1,0
3625,SP,3550308,SÃO PAULO,Cidade Dutra,0,23/07/26 18:00,-,-,-,-,-,-,-,-,1,0
3808,SP,3550308,SÃO PAULO,Jardim Imperador,0,24/07/26 20:20,-,-,-,-,-,1.2,1.2,1.2,1,0
3635,SP,3550308,SÃO PAULO,COHAB Inácio Monteiro,0,24/07/26 20:10,-,-,-,-,-,1,1,1,1,0
3088,SP,3550308,SÃO PAULO,Jardim Sapopemba,0,24/07/26 21:00,-,-,-,-,-,0.8,0.8,0.8,1,0
3816,SP,3550308,SÃO PAULO,Avenida Tucuruvi,0,24/07/26 20:50,-,-,-,-,-,1.59,1.59,4.17,1,0
3622,SP,3550308,SÃO PAULO,São Mateus,0,24/07/26 01:50,-,-,-,-,-,-,-,-,1,0
3611,SP,3550308,SÃO PAULO,Perus,0,24/07/26 20:50,-,-,-,-,-,-,-,-,1,0
3103,SP,3550308,SÃO PAULO,Jardim Paulistano,0,24/07/26 20:20,-,-,-,-,-,2,2,2,1,0
3610,SP,3550308,SÃO PAULO,Vila Prudente,0,24/07/26 20:40,-,-,-,-,-,1,1,1,1,0
3619,SP,3550308,SÃO PAULO,Ermelino Matarazzo,0,24/07/26 20:20,-,-,-,-,-,-,-,-,1,0
3179,SP,3550308,SÃO PAULO,AC Central de SP,0,24/07/26 20:50,-,-,-,-,0.2,0.2,0.2,0.2,1,0
3818,SP,3550308,SÃO PAULO,Cangaíba,0,24/07/26 20:30,-,-,-,-,-,-,-,-,1,0
3236,SP,3550308,SÃO PAULO,Barro Branco,0,24/07/26 21:00,0.2,0.2,0.2,0.2,0.2,2.19,2.19,2.19,1,0
3675,SP,3550308,SÃO PAULO,Iguatemi,0,24/07/26 21:00,-,-,-,-,-,0.6,0.6,0.6,1,0
3815,SP,3550308,SÃO PAULO,Vila Formosa,0,02/11/25 14:30,-,-,-,-,-,-,-,-,1,0
4404,SP,3550308,SÃO PAULO,Jardim Valparaiso,0,24/07/26 20:10,-,-,-,-,-,1.2,1.2,1.2,1,0
3672,SP,3550308,SÃO PAULO,Freguesia do Ó,0,24/07/26 20:10,-,-,-,-,-,0.8,0.8,0.8,1,0
3814,SP,3550308,SÃO PAULO,C.E.U Parelheiros,0,24/07/26 20:20,-,-,-,0.2,0.4,5.33,5.33,5.33,1,0
3677,SP,3550308,SÃO PAULO,Jardim Anhanguera,0,18/12/25 20:40,-,-,-,-,-,-,-,-,1,0
3615,SP,3550308,SÃO PAULO,Vila Clementino,0,24/07/26 21:00,-,-,-,-,-,1.19,1.19,1.19,1,0
3623,SP,3550308,SÃO PAULO,Mooca,0,15/07/25 16:30,-,-,-,-,-,-,-,-,1,0
3087,SP,3550308,SÃO PAULO,Vila das Belezas,0,18/07/26 23:40,-,-,-,-,-,-,-,-,1,0
3090,SP,3550308,SÃO PAULO,Boa Esperança,0,24/09/24 17:50,-,-,-,-,-,-,-,-,1,0
3612,SP,3550308,SÃO PAULO,Lapa,0,24/07/26 00:40,-,-,-,-,-,-,1.4,1.4,1,0
3826,SP,3550308,SÃO PAULO,Pirajussara,0,24/07/26 20:30,-,-,-,-,-,1.59,1.59,1.59,1,0
4397,SP,3550308,SÃO PAULO,Vila Babilônia,0,24/07/26 20:10,-,-,-,-,-,1,1,1,1,0
4184,SP,3550308,SÃO PAULO,Senai Pirituba,0,24/07/26 21:00,-,-,-,-,-,1,1,1,1,0
3812,SP,3550308,SÃO PAULO,Capão Redondo2,0,24/07/26 20:10,-,-,-,-,-,1.2,1.2,1.2,1,0
3178,SP,3550308,SÃO PAULO,AC Almeida Lima,0,10/03/26 16:30,-,-,-,-,-,-,-,-,1,0
3095,SP,3550308,SÃO PAULO,Santo Amaro Paulista,0,23/07/26 23:00,-,-,-,-,-,-,-,-,1,0
3085,SP,3550308,SÃO PAULO,Luz,0,24/07/26 20:20,-,-,-,-,-,1.4,1.4,1.4,1,0
